"No.","Time","Source","Destination","Protocol","Length","Info"
"248","11.491970","104.125.221.232","192.168.0.185","TCP","54","443  >  53648 [ACK] Seq=5740 Ack=1177 Win=64128 Len=0"
"249","11.498458","104.125.221.232","192.168.0.185","TLSv1.2","711","Application Data"
"250","11.546945","192.168.0.185","104.125.221.232","TCP","54","53648  >  443 [ACK] Seq=1177 Ack=6397 Win=132352 Len=0"
"251","11.601948","192.168.0.185","104.125.221.232","TCP","54","53648  >  443 [RST, ACK] Seq=1177 Ack=6397 Win=0 Len=0"
"252","11.717132","192.168.0.185","23.215.0.138","TCP","55","53636  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"255","12.026596","23.215.0.138","192.168.0.185","TCP","66","443  >  53636 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"256","12.604259","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"257","12.617091","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"259","12.838957","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"260","12.847396","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"262","13.944468","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"263","13.957422","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"264","14.103979","192.168.0.185","142.250.195.238","QUIC","1292","Initial, DCID=1aeade12052ac318, PKN: 1, PADDING, PING, PADDING, PING, PING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO"
"265","14.104179","192.168.0.185","142.250.195.238","QUIC","1292","Initial, DCID=1aeade12052ac318, PKN: 2, PADDING, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, PING, PING, CRYPTO, PING, PADDING, CRYPTO"
"266","14.106284","192.168.0.185","142.250.195.238","QUIC","122","0-RTT, DCID=1aeade12052ac318"
"267","14.116748","142.250.195.238","192.168.0.185","QUIC","82","Initial, SCID=faeade12052ac318, PKN: 1, ACK"
"268","14.116748","142.250.195.238","192.168.0.185","QUIC","1292","Initial, SCID=faeade12052ac318, PKN: 2, ACK, PADDING"
"269","14.131999","192.168.0.185","142.250.195.238","QUIC","1292","Initial, DCID=faeade12052ac318, PKN: 5, PADDING, PING, PADDING"
"270","14.135365","142.250.195.238","192.168.0.185","QUIC","1292","Initial, SCID=faeade12052ac318, PKN: 3, ACK, PADDING"
"271","14.148712","142.250.195.238","192.168.0.185","QUIC","1292","Initial, SCID=faeade12052ac318, PKN: 4, CRYPTO, PADDING"
"272","14.148712","142.250.195.238","192.168.0.185","QUIC","468","Protected Payload (KP0)"
"273","14.148712","142.250.195.238","192.168.0.185","QUIC","672","Protected Payload (KP0)"
"274","14.148712","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"275","14.151037","192.168.0.185","142.250.195.238","QUIC","1292","Handshake, DCID=faeade12052ac318"
"276","14.151411","192.168.0.185","142.250.195.238","QUIC","73","Protected Payload (KP0), DCID=faeade12052ac318"
"277","14.152228","192.168.0.185","142.250.195.238","QUIC","1288","Protected Payload (KP0), DCID=faeade12052ac318"
"278","14.152323","192.168.0.185","142.250.195.238","QUIC","1292","Protected Payload (KP0), DCID=faeade12052ac318"
"279","14.152366","192.168.0.185","142.250.195.238","QUIC","1292","Protected Payload (KP0), DCID=faeade12052ac318"
"280","14.152462","192.168.0.185","142.250.195.238","QUIC","86","Protected Payload (KP0), DCID=faeade12052ac318"
"281","14.152654","192.168.0.185","142.250.195.238","QUIC","1244","Protected Payload (KP0), DCID=faeade12052ac318"
"282","14.152791","192.168.0.185","142.250.195.238","QUIC","90","Protected Payload (KP0), DCID=faeade12052ac318"
"283","14.152864","192.168.0.185","142.250.195.238","QUIC","1244","Protected Payload (KP0), DCID=faeade12052ac318"
"284","14.152916","192.168.0.185","142.250.195.238","QUIC","90","Protected Payload (KP0), DCID=faeade12052ac318"
"285","14.152972","192.168.0.185","142.250.195.238","QUIC","1244","Protected Payload (KP0), DCID=faeade12052ac318"
"286","14.153033","192.168.0.185","142.250.195.238","QUIC","90","Protected Payload (KP0), DCID=faeade12052ac318"
"287","14.153087","192.168.0.185","142.250.195.238","QUIC","717","Protected Payload (KP0), DCID=faeade12052ac318"
"288","14.153802","142.250.195.238","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"289","14.156773","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"290","14.156773","142.250.195.238","192.168.0.185","QUIC","69","Protected Payload (KP0)"
"291","14.156884","142.250.195.238","192.168.0.185","QUIC","69","Protected Payload (KP0)"
"292","14.156884","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"293","14.158979","142.250.195.238","192.168.0.185","QUIC","71","Protected Payload (KP0)"
"294","14.158979","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"295","14.159087","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"296","14.159374","192.168.0.185","142.250.195.238","QUIC","74","Protected Payload (KP0), DCID=faeade12052ac318"
"297","14.209286","192.168.0.185","142.250.195.238","QUIC","717","Protected Payload (KP0), DCID=faeade12052ac318"
"298","14.219347","142.250.195.238","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"299","14.220531","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"300","14.381595","142.250.195.238","192.168.0.185","QUIC","884","Protected Payload (KP0)"
"301","14.381595","142.250.195.238","192.168.0.185","QUIC","313","Protected Payload (KP0)"
"302","14.381595","142.250.195.238","192.168.0.185","QUIC","884","Protected Payload (KP0)"
"303","14.382323","142.250.195.238","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"304","14.382654","192.168.0.185","142.250.195.238","QUIC","77","Protected Payload (KP0), DCID=faeade12052ac318"
"305","14.382968","192.168.0.185","142.250.195.238","QUIC","75","Protected Payload (KP0), DCID=faeade12052ac318"
"306","14.383262","192.168.0.185","142.250.195.238","QUIC","77","Protected Payload (KP0), DCID=faeade12052ac318"
"307","14.441971","192.168.0.185","142.250.195.238","QUIC","72","Protected Payload (KP0), DCID=faeade12052ac318"
"308","14.452209","142.250.195.238","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"309","14.453160","142.250.195.238","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"311","15.434245","192.168.0.185","142.250.183.142","UDP","493","56172  >  443 Len=451"
"312","15.450011","142.250.183.142","192.168.0.185","UDP","75","443  >  56172 Len=33"
"313","15.457636","192.168.0.185","142.250.183.142","UDP","75","56172  >  443 Len=33"
"314","15.659722","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"315","15.675699","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"316","15.705078","142.250.183.142","192.168.0.185","UDP","1192","443  >  56172 Len=1150"
"317","15.708570","192.168.0.185","142.250.183.142","UDP","82","56172  >  443 Len=40"
"318","15.715835","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"319","15.730506","192.168.0.185","192.168.0.215","TCP","164","53355  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=508 Len=110 [TCP PDU reassembled in 2095]"
"320","15.733455","192.168.0.215","192.168.0.185","TCP","164","8009  >  53355 [PSH, ACK] Seq=331 Ack=441 Win=1253 Len=110 [TCP PDU reassembled in 2096]"
"321","15.784504","192.168.0.185","192.168.0.215","TCP","54","53355  >  8009 [ACK] Seq=441 Ack=441 Win=508 Len=0"
"322","15.830263","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"323","15.842500","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"324","15.923041","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"325","15.926892","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"326","15.973301","192.168.0.185","142.251.43.68","QUIC","1292","Initial, DCID=8a70f8b2cdb62642, PKN: 1, PING, PING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PADDING"
"327","15.973440","192.168.0.185","142.251.43.68","QUIC","1292","Initial, DCID=8a70f8b2cdb62642, PKN: 2, CRYPTO"
"328","15.973499","192.168.0.185","142.251.43.68","QUIC","1292","Initial, DCID=8a70f8b2cdb62642, PKN: 3, CRYPTO, PADDING, PING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PING, PADDING"
"329","15.973892","192.168.0.185","142.251.43.68","QUIC","117","0-RTT, DCID=8a70f8b2cdb62642"
"330","15.974543","192.168.0.185","142.251.43.68","QUIC","1288","0-RTT, DCID=8a70f8b2cdb62642"
"331","15.974725","192.168.0.185","142.251.43.68","QUIC","1292","0-RTT, DCID=8a70f8b2cdb62642"
"332","15.974825","192.168.0.185","142.251.43.68","QUIC","1029","0-RTT, DCID=8a70f8b2cdb62642"
"333","15.977354","192.168.0.185","142.251.43.68","QUIC","113","0-RTT, DCID=8a70f8b2cdb62642"
"334","15.984817","142.251.43.68","192.168.0.185","QUIC","82","Initial, SCID=ea70f8b2cdb62642, PKN: 1, ACK"
"335","15.984817","142.251.43.68","192.168.0.185","QUIC","82","Initial, SCID=ea70f8b2cdb62642, PKN: 2, ACK"
"336","15.984817","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=ea70f8b2cdb62642, PKN: 3, ACK, PADDING"
"337","15.984817","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=ea70f8b2cdb62642, PKN: 4, ACK, PADDING"
"338","16.000619","192.168.0.185","142.251.43.68","QUIC","1292","Initial, DCID=ea70f8b2cdb62642, PKN: 10, PADDING, PING, PADDING"
"339","16.046421","192.168.0.185","142.251.43.68","QUIC","1292","Initial, DCID=ea70f8b2cdb62642, PKN: 12, PADDING, PING, PADDING"
"340","16.057603","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=ea70f8b2cdb62642, PKN: 5, ACK, PADDING"
"341","16.057603","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=ea70f8b2cdb62642, PKN: 6, CRYPTO, PADDING"
"342","16.057749","142.251.43.68","192.168.0.185","QUIC","451","Protected Payload (KP0)"
"343","16.057749","142.251.43.68","192.168.0.185","QUIC","883","Protected Payload (KP0)"
"344","16.057749","142.251.43.68","192.168.0.185","QUIC","225","Protected Payload (KP0)"
"345","16.057749","142.251.43.68","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"346","16.057749","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=ea70f8b2cdb62642, PKN: 13, CRYPTO, PADDING"
"347","16.057749","142.251.43.68","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"348","16.058249","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=ea70f8b2cdb62642, PKN: 15, ACK, CRYPTO, PADDING"
"349","16.058696","192.168.0.185","142.251.43.68","QUIC","120","Handshake, DCID=ea70f8b2cdb62642"
"350","16.059035","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"351","16.059294","192.168.0.185","142.251.43.68","QUIC","75","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"352","16.061481","142.251.43.68","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"353","16.062216","192.168.0.185","142.251.43.68","QUIC","77","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"354","16.063995","192.168.0.185","142.251.43.68","QUIC","322","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"355","16.067005","142.251.43.68","192.168.0.185","QUIC","71","Protected Payload (KP0)"
"356","16.089348","192.168.0.185","142.251.43.68","QUIC","159","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"357","16.094879","142.251.43.68","192.168.0.185","QUIC","1140","Protected Payload (KP0)"
"358","16.094879","142.251.43.68","192.168.0.185","QUIC","135","Protected Payload (KP0)"
"359","16.095409","192.168.0.185","142.251.43.68","QUIC","77","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"360","16.127394","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"361","16.137529","142.251.43.68","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"362","16.141235","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"363","16.141724","192.168.0.185","142.251.43.68","QUIC","1292","Initial, DCID=fc333aa46ea3e2e6, PKN: 1, PING, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"364","16.142136","192.168.0.185","142.251.43.68","QUIC","1292","Initial, DCID=fc333aa46ea3e2e6, PKN: 2, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"365","16.142748","192.168.0.185","142.251.43.68","QUIC","121","0-RTT, DCID=fc333aa46ea3e2e6"
"366","16.143462","192.168.0.185","142.251.43.68","QUIC","375","0-RTT, DCID=fc333aa46ea3e2e6"
"367","16.144821","142.251.43.68","192.168.0.185","QUIC","82","Initial, SCID=fc333aa46ea3e2e6, PKN: 1, ACK"
"368","16.144930","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=fc333aa46ea3e2e6, PKN: 2, ACK, PADDING"
"369","16.156811","192.168.0.185","142.251.43.68","QUIC","1292","Initial, DCID=fc333aa46ea3e2e6, PKN: 6, PADDING, PING, PADDING"
"370","16.159535","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=fc333aa46ea3e2e6, PKN: 3, ACK, PADDING"
"371","16.164617","142.251.43.68","192.168.0.185","QUIC","1288","Protected Payload (KP0)"
"372","16.164617","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"373","16.164617","142.251.43.68","192.168.0.185","QUIC","1230","Protected Payload (KP0)"
"374","16.164781","142.251.43.68","192.168.0.185","QUIC","126","Protected Payload (KP0)"
"375","16.165252","192.168.0.185","142.251.43.68","QUIC","77","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"376","16.165587","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"377","16.167441","192.168.0.185","142.251.43.68","QUIC","1292","Initial, DCID=fc333aa46ea3e2e6, PKN: 8, PADDING, PING, PADDING"
"378","16.168782","142.251.43.68","192.168.0.185","QUIC","1287","Protected Payload (KP0)"
"379","16.168782","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"380","16.168948","142.251.43.68","192.168.0.185","QUIC","987","Protected Payload (KP0)"
"381","16.168948","142.251.43.68","192.168.0.185","QUIC","238","Protected Payload (KP0)"
"382","16.169933","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"383","16.170190","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"384","16.171488","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=fc333aa46ea3e2e6, PKN: 4, ACK, PADDING"
"385","16.180316","142.251.43.68","192.168.0.185","QUIC","1292","Initial, SCID=fc333aa46ea3e2e6, PKN: 5, CRYPTO, PADDING"
"386","16.180316","142.251.43.68","192.168.0.185","QUIC","448","Protected Payload (KP0)"
"387","16.180316","142.251.43.68","192.168.0.185","QUIC","886","Protected Payload (KP0)"
"388","16.180316","142.251.43.68","192.168.0.185","QUIC","222","Protected Payload (KP0)"
"389","16.180316","142.251.43.68","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"390","16.182458","192.168.0.185","142.251.43.68","QUIC","120","Handshake, DCID=fc333aa46ea3e2e6"
"391","16.182896","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=fc333aa46ea3e2e6"
"392","16.188802","142.251.43.68","192.168.0.185","QUIC","1288","Protected Payload (KP0)"
"393","16.188802","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"394","16.188802","142.251.43.68","192.168.0.185","QUIC","826","Protected Payload (KP0)"
"395","16.188802","142.251.43.68","192.168.0.185","QUIC","199","Protected Payload (KP0)"
"396","16.188802","142.251.43.68","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"397","16.188960","142.251.43.68","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"398","16.189276","192.168.0.185","142.251.43.68","QUIC","77","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"399","16.189455","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"400","16.189656","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=fc333aa46ea3e2e6"
"401","16.197336","142.251.43.68","192.168.0.185","QUIC","1287","Protected Payload (KP0)"
"402","16.197336","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"403","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"404","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"405","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"406","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"407","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"408","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"409","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"410","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"411","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"412","16.197871","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"413","16.198246","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"414","16.198601","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"415","16.198812","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"416","16.198904","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"417","16.198986","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"418","16.199147","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"419","16.200676","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"420","16.200676","142.251.43.68","192.168.0.185","QUIC","506","Protected Payload (KP0)"
"421","16.201103","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"422","16.211574","142.251.43.68","192.168.0.185","QUIC","1285","Protected Payload (KP0)"
"423","16.211574","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"424","16.211574","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"425","16.211574","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"426","16.211574","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"427","16.211574","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"428","16.211574","142.251.43.68","192.168.0.185","QUIC","1292","Protected Payload (KP0)"
"429","16.214591","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"430","16.215633","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"431","16.215927","192.168.0.185","142.251.43.68","QUIC","73","Protected Payload (KP0), DCID=ea70f8b2cdb62642"
"432","16.216506","192.168.0.185","142.251.43.68","QUIC","74","Protected Payload (KP0), DCID=fc333aa46ea3e2e6"
